No,Classification,Name of Cultural Heritage,Korean,Address,,,,,,,
3410,Natural Monument,Oriental White Stork (Ciconia boyciana),황새,etc.,,,,,,,
3411,Natural Monument,Black Stork (Ciconia nigra),먹황새,etc.,,,,,,,
3412,Natural Monument,Tundra Swan (Cygnus columbianus),고니,etc.,,,,,,,
3413,Natural Monument,Whooper Swan (Cygnus cygnus),큰고니,etc.,,,,,,,
3414,Natural Monument,Mute Swan (Cygnus olor),혹고니,etc.,,,,,,,
3415,Natural Monument,Red-crowned Crane (Grus japonensis),두루미,etc.,,,,,,,
3416,Natural Monument,White-naped Crane (Grus vipio),재두루미,etc.,,,,,,,
3417,Natural Monument,Fairy Pitta (Pitta nympha),팔색조 ( 八色鳥 ),etc.,,,,,,,
3418,Natural Monument,Black-faced Spoonbill (Platalea minor),저어새,etc.,,,,,,,
3419,Natural Monument,Eurasian Spoonbill (Platalea leucorodia),노랑부리저어새,etc.,,,,,,,
3420,Natural Monument,Great Bustard (Otis tarda),느시(들칠면조),etc.,,,,,,,
3421,Natural Monument,"Korean Berchemia of Songnisan Mountain, Boeun",보은 속리산 망개나무 ( 報恩 俗離山 망개나무 ),Chungcheongbuk-do Boeun-gun,,,,,,,
3422,Natural Monument,"Breeding Ground of Egrets and Grey Herons in Sinjeop-ri, Yeoju",여주 신접리 백로와 왜가리 번식지 ( 驪州 新接里 白鷺와 왜가리 繁殖地 ),Gyeonggi-do Yeoju-si,,,,,,,
3423,Natural Monument,"Breeding Ground of Egrets and Grey Herons in Yongwol-ri, Muan",무안 용월리 백로와 왜가리 번식지 ( 務安 龍月里 白鷺와 왜가리 繁殖地 ),Jeollanam-do Muan-gun,,,,,,,
3424,Natural Monument,"Machilus of Gwanmaedo Island, Jindo",진도 관매도 후박나무 ( 珍島 觀梅島 厚朴나무 ),Jeollanam-do Jindo-gun,,,,,,,
3425,Natural Monument,"Population of Retusa Fringe Trees in Pyeongji-ri, Jinan",진안 평지리 이팝나무 군 ( 鎭安 平地里 이팝나무 群 ),Jeollabuk-do Jinan-gun,,,,,,,
3426,Natural Monument,Black Wood Pigeon (Columba janthina),흑비둘기 ( 黑비둘기 ),etc.,,,,,,,
3427,Natural Monument,Musk Deer (Moschus moschiferus),사향노루 ( 麝香노루 ),etc.,,,,,,,
3428,Natural Monument,Long-tailed Goral (Naemorhaedus caudatus),산양 ( 山羊 ),etc.,,,,,,,
3429,Natural Monument,Longhorned Beetle (Callipogon relictus),장수하늘소 ( 將帥하늘소 ),etc.,,,,,,,
3430,Natural Monument,"Gossigul Cave, Yeongwol",영월 고씨굴 ( 寧越 高氏窟 ),Gangwon-do Yeongwol-gun,,,,,,,
3431,Natural Monument,"Natural Habitat of White Forsythias in Chujeom-ri, Goesan",괴산 추점리 미선나무 자생지 ( 槐山 楸店里 尾扇나무 自生地 ),Chungcheongbuk-do Goesan-gun,,,,,,,
3432,Natural Monument,"Natural Habitat of White Forsythias in Yulji-ri, Goesan",괴산 율지리 미선나무 자생지 ( 槐山 栗池里 尾扇나무 自生地 ),Chungcheongbuk-do Goesan-gun,,,,,,,
3433,Natural Monument,"Cretaceous Bird Tracksite in Yongsan-ri, Haman",함안 용산리 백악기 새발자국 화석산지 ( 咸安 龍山里 白堊紀 새발자국 化石産地 ),Gyeongsangnam-do Haman-gun,,,,,,,
3434,Natural Monument,"Ginkgo Tree of Yeongguksa Temple, Yeongdong",영동 영국사 은행나무 ( 永同 寧國寺 銀杏나무 ),Chungcheongbuk-do Yeongdong-gun,,,,,,,
3435,Natural Monument,"Eoreumgol Ice Valley in Nammyeong-ri, Miryang",밀양 남명리 얼음골 ( 密陽 南明里 얼음골 ),Gyeongsangnam-do Miryang-si,,,,,,,
3436,Natural Monument,"Ginkgo Tree of Nongso-ri, Gumi",구미 농소리 은행나무 ( 龜尾 農所里 銀杏나무 ),Gyeongsangbuk-do Gumi-si,,,,,,,
3437,Natural Monument,"Chodanggul Cave, Samcheok",삼척 초당굴 ( 三陟 草堂窟 ),Gangwon-do Samcheok-si,,,,,,,
3438,Natural Monument,Sanctuary of Red-throated Loons on Geoje Coast,거제 연안 아비 도래지 ( 巨濟 沿岸 아비 渡來地 ),Gyeongsangnam-do Geoje-si,,,,,,,
3439,Natural Monument,Hooded Crane (Grus monacha),흑두루미 ( 黑두루미 ),etc.,,,,,,,
3440,Natural Monument,"Breeding Ground of Egrets and Grey Herons in Pomae-ri, Yangyang",양양 포매리 백로와 왜가리 번식지 ( 襄陽 浦梅里 白鷺와 왜가리 繁息地 ),Gangwon-do Yangyang-gun,,,,,,,
3441,Natural Monument,"Chinese Juniper of Yangji-ri, Yangju",남양주 양지리 향나무 ( 南楊州 陽地里 香나무 ),Gyeonggi-do Namyangju-si,,,,,,,
3442,Natural Monument,"Forest of Common Camellias and Breeding Ground of Fairy Pittas in Hakdong-ri, Geoje",거제 학동리 동백나무 숲 및 팔색조 번식지 ( 巨濟 鶴洞里 冬柏나무 숲 및 八色鳥 繁殖地 ),Gyeongsangnam-do Geoje-si,,,,,,,
3443,Natural Monument,"Retusa Fringe Tree of Sinjeon-ri, Yangsan",양산 신전리 이팝나무 ( 梁山 新田里 이팝나무 ),Gyeongsangnam-do Yangsan-si,,,,,,,
3444,Natural Monument,Gwangyangeupsu Grove and Retusa Fringe Trees,광양읍수와 이팝나무 ( 光陽邑藪와 이팝나무 ),Jeollanam-do Gwangyang-si,,,,,,,
3445,Natural Monument,"Lava Tube Area in Hallim (Socheongul, Hwanggeumgul and Hyeopjaegul Lava Tubes), Jeju","제주 한림 용암동굴지대(소천굴, 황금굴, 협재굴) ( 濟州 翰林 熔岩洞窟地帶(昭天窟, 黃金窟, 狹才窟) )",Jeju-do Jeju-si,,,,,,,
3446,Natural Monument,"Habitat of Black Wood Pigeons in Sadong, Ulleung",울릉 사동 흑비둘기 서식지 ( 鬱陵 沙洞 黑비둘기 棲息地 ),Gyeongsangbuk-do Ulleung-gun,,,,,,,
3447,Natural Monument,Korea Spotted Barbel of Geumgang River,금강의 어름치 ( 錦江의 어름치 ),Chungcheongbuk-do Okcheon-gun,,,,,,,
3448,Natural Monument,"Forest of Japanese Torreyas at Geumtapsa Temple, Goheung",고흥 금탑사 비자나무 숲 ( 高興 金塔寺 비자나무 숲 ),Jeollanam-do Goheung-gun,,,,,,,
3449,Natural Monument,"Chinese Juniper of Seonnongdan Altar, Seoul",서울 선농단 향나무 ( 서울 先農壇 香나무 ),Seoul Dongdaemun-gu,,,,,,,
3450,Natural Monument,"Forest of Japanese Torreyas near Nogudan House, Haenam",해남 녹우단 비자나무 숲 ( 海南 綠雨壇 비자나무 숲 ),Jeollanam-do Haenam-gun,,,,,,,
3451,Natural Monument,Black Woodpecker (Dryocopus martius),까막딱따구리,etc.,,,,,,,
3452,Natural Monument,Cinereous Vulture (Aegypius monachus),독수리,etc.,,,,,,,
3453,Natural Monument,Golden Eagle (Aquila chrysaetos),검독수리,etc.,,,,,,,
3454,Natural Monument,Steller’s Sea Eagle (Haliaeetus pelagicus),참수리,etc.,,,,,,,
3455,Natural Monument,White-tailed Eagle (Haliaeetus albicilla),흰꼬리수리,etc.,,,,,,,
3456,Natural Monument,Population of Spreading Yews in Sobaeksan Mountain,소백산 주목 군락 ( 小白山 朱木 群落 ),Chungcheongbuk-do Danyang-gun,,,,,,,
3457,Natural Monument,"Sanctuary of Migratory Birds, Cheorwon",철원 철새 도래지 ( 鐵原 철새 渡來地 ),Gangwon-do Cheorwon-gun,,,,,,,
3458,Natural Monument,Daeamsan and Daeusan Mountains Natural Reserve,대암산·대우산 천연보호구역 ( 大岩山·大愚山 天然保護區域 ),Gangwon-do Yanggu-gun,,,,,,,
3459,Natural Monument,Natural Reserve of Hyangnobong Peak and Geonbongsan Mountain,향로봉·건봉산 천연보호구역 ( 香爐峰·乾峰山 天然保護區域 ),Gangwon-do Inje-gun,,,,,,,
3460,Natural Monument,"Breeding Ground of Egrets and Grey Herons in Apgok-ri, Hoengseong",횡성 압곡리 백로와 왜가리 번식지 ( 橫城 鴨谷里 白鷺와 왜가리 繁殖地 ),Gangwon-do Hoengseong-gun,,,,,,,
3461,Natural Monument,"Orbicular Granite Gneiss in Osan-ri, Muju",무주 오산리 구상화강편마암 ( 茂朱 吾山里 球狀花崗片麻岩 ),Jeollabuk-do Muju-gun,,,,,,,
3462,Natural Monument,Sanctuary of White-naped Cranes at Hangang River Estuary,한강 하류 재두루미 도래지 ( 漢江 下流 재두루미 渡來地 ),Gyeonggi-do Gimpo-si,,,,,,,
3463,Natural Monument,Bower Actinidia of Changdeokgung Palace,창덕궁 다래나무 ( 昌德宮 다래나무 ),Seoul Jongno-gu,,,,,,,
3464,Natural Monument,"Forest of Oriental Arborvitae in Gu-ri, Andong",안동 구리 측백나무 숲 ( 安東 龜里 側柏나무 숲 ),Gyeongsangbuk-do Andong-si,,,,,,,
3465,Natural Monument,"Lacebark Pine of Sindae-ri, Icheon",이천 신대리 백송 ( 利川 新垈里 白松 ),Gyeonggi-do Icheon-si,,,,,,,
3466,Natural Monument,"Wisteria of Samcheong-dong, Seoul",서울 삼청동 등나무 ( 서울 三淸洞 藤나무 ),Seoul Jongno-gu,,,,,,,
3467,Natural Monument,"Oriental Arborvitae of Samcheong-dong, Seoul",서울 삼청동 측백나무 ( 서울 三淸洞 側柏나무 ),Seoul Jongno-gu,,,,,,,
3468,Natural Monument,"Gosudonggul Cave, Danyang",단양 고수동굴 ( 丹陽 古藪洞窟 ),Chungcheongbuk-do Danyang-gun,,,,,,,
3469,Natural Monument,Korea Spotted Barbel (Hemibarbus mylodon),어름치,etc.,,,,,,,
3470,Natural Monument,"Baengnyongdonggul Cave, Pyeongchang",평창 백룡동굴 ( 平昌 白龍洞窟 ),Gangwon-do Pyeongchang-gun,,,,,,,
3471,Natural Monument,"Ondaldonggul Cave, Danyang",단양 온달동굴 ( 丹陽 溫達洞窟 ),Chungcheongbuk-do Danyang-gun,,,,,,,
3472,Natural Monument,"Nodongdonggul Cave, Danyang",단양 노동동굴 ( 丹陽 蘆洞洞窟 ),Chungcheongbuk-do Danyang-gun,,,,,,,
3473,Natural Monument,"Sangumburi Crater, Jeju",제주 산굼부리 분화구 ( 濟州 산굼부리 噴火口 ),Jeju-do Jeju-si,,,,,,,
3474,Natural Monument,"Ogye Chicken of Hwaak-ri, Yeonsan",연산 화악리의 오계 ( 連山 花岳里의 烏鷄 ),Chungcheongnam-do Nonsan-si,,,,,,,
3475,Natural Monument,"Natural Habitat of Korean Berchemias in Sadam-ri, Goesan",괴산 사담리 망개나무 자생지 ( 槐山 沙潭里 망개나무 自生地 ),Chungcheongbuk-do Goesan-gun,,,,,,,
3476,Natural Monument,"Orbicular Gabbro in Jeonpo-dong, Busan",부산 전포동 구상반려암 ( 釜山 田浦洞 球狀斑糲岩 ),Busan Busanjin-gu,,,,,,,
3477,Natural Monument,"Muku Tree of Eosan-ri, Jangheung",장흥 어산리 푸조나무 ( 長興 語山里 푸조나무 ),Jeollanam-do Jangheung-gun,,,,,,,
3478,Natural Monument,"Black Pine at Jwasuyeong Fortress Site, Busan",부산 좌수영성지 곰솔 ( 釜山 左水營城地 곰솔 ),Busan Suyeong-gu,,,,,,,
3479,Natural Monument,"Cork Oak of Sillim-dong, Seoul",서울 신림동 굴참나무 ( 서울 新林洞 굴참나무 ),Seoul Gwanak-gu,,,,,,,
3480,Natural Monument,"Village Guardian Grove in Galjeon-ri, Samcheok",삼척 갈전리 당숲 ( 三陟 葛田里 당숲 ),Gangwon-do Samcheok-si,,,,,,,
3481,Natural Monument,"Saw-leaf Zelkova of Danchon-ri, Yeongpung",영풍 단촌리 느티나무 ( 榮豊 丹村里 느티나무 ),Gyeongsangbuk-do Yeongju-si,,,,,,,
3482,Natural Monument,"Saw-leaf Zelkova of Taejang-ri, Yeongpung",영풍 태장리 느티나무 ( 榮豊 台莊里 느티나무 ),Gyeongsangbuk-do Yeongju-si,,,,,,,
3483,Natural Monument,"Saw-leaf Zelkova of Sasin-ri, Andong",안동 사신리 느티나무 ( 安東 四新里 느티나무 ),Gyeongsangbuk-do Andong-si,,,,,,,
3484,Natural Monument,"Saw-leaf Zelkova of Hwangbang-ri, Yangju",양주 황방리 느티나무 ( 楊州 篁芳里 느티나무 ),Gyeonggi-do Yangju-si,,,,,,,
3485,Natural Monument,"Saw-leaf Zelkova of Daean-ri, Wonju",원성 대안리 느티나무 ( 原城 大安里 느티나무 ),Gangwon-do Wonju-si,,,,,,,
3486,Natural Monument,"Saw-leaf Zelkova of Haengchon-ri, Gimje",김제 행촌리 느티나무 ( 金提 幸村里 느티나무 ),Jeollabuk-do Gimje-si,,,,,,,
3487,Natural Monument,"Saw-leaf Zelkova of Jingi-ri, Namwon",남원 진기리 느티나무 ( 南原 眞基里 느티나무 ),Jeollabuk-do Namwon-si,,,,,,,
3488,Natural Monument,"Saw-leaf Zelkova of Wolgok-ri, Yeongam",영암 월곡리 느티나무 ( 靈岩 月谷里 느티나무 ),Jeollanam-do Yeongam-gun,,,,,,,
3489,Natural Monument,"Saw-leaf Zelkova of Daechi-ri, Damyang",담양 대치리 느티나무 ( 潭陽 大峙里 느티나무 ),Jeollanam-do Damyang-gun,,,,,,,
3490,Natural Monument,"Oriental White Oak of Byeongsan-ri, Yeongpung",영풍 병산리 갈참나무 ( 榮豊 屛山里 갈참나무 ),Gyeongsangbuk-do Yeongju-si,,,,,,,
3491,Natural Monument,"Ash Tree of Mugeon-ri, Paju",파주 무건리 물푸레나무 ( 坡州 武建里 물푸레나무 ),Gyeonggi-do Paju-si,,,,,,,
3492,Natural Monument,"Japanese Torreya of Seongnae-ri, Sacheon",사천 성내리 비자나무 ( 泗川 城內里 비자나무 ),Gyeongsangnam-do Sacheon-si,,,,,,,
3493,Natural Monument,"Cork Oak of Daegok-ri, Andong",안동 대곡리 굴참나무 ( 安東 大谷里 굴참나무 ),Gyeongsangbuk-do Andong-si,,,,,,,
3494,Natural Monument,"Pine Tree of Hwayang-ri, Hapcheon",합천 화양리 소나무 ( 陜川 華陽里 소나무 ),Gyeongsangnam-do Hapcheon-gun,,,,,,,
3495,Natural Monument,"Multi-stem Pine of Samgong-ri, Muju",무주 삼공리 반송 ( 茂朱 三公里 盤松 ),Jeollabuk-do Muju-gun,,,,,,,
3496,Natural Monument,"Multi-stem Pine of Hwasan-ri, Mungyeong",문경 화산리 반송 ( 聞慶 華山里 盤松 ),Gyeongsangbuk-do Mungyeong-si,,,,,,,
3497,Natural Monument,"Multi-stem Pine of Sanghyeon-ri, Sangju",상주 상현리 반송 ( 尙州 上縣里 盤松 ),Gyeongsangbuk-do Sangju-si,,,,,,,
3498,Natural Monument,"Seoksongnyeong Pine Tree in Cheonhyang-ri, Yecheon",예천 천향리 석송령 ( 醴泉 泉香里 石松靈 ),Gyeongsangbuk-do Yecheon-gun,,,,,,,
3499,Natural Monument,"Weeping Pine Tree of Dongsan-ri, Cheongdo",청도 동산리 처진소나무 ( 淸道 東山里 처진소나무 ),Gyeongsangbuk-do Cheongdo-gun,,,,,,,
3500,Natural Monument,"Red Leaf Willow of Jongdeok-ri, Gimje",김제 종덕리 왕버들 ( 金堤 從德里 왕버들 ),Jeollabuk-do Gimje-si,,,,,,,
3501,Natural Monument,"Red Leaf Willow of Deokchon-ri, Cheongdo",청도 덕촌리 털왕버들 ( 淸道 德村里 털왕버들 ),Gyeongsangbuk-do Cheongdo-gun,,,,,,,
3502,Natural Monument,"Machilus of Changseondo Island, Namhae",남해 창선도 왕후박나무 ( 南海 昌善島 王厚朴나무 ),Gyeongsangnam-do Namhae-gun,,,,,,,
3503,Natural Monument,"Ginkgo Tree of Joryong-ri, Geumneung",금릉 조룡리 은행나무 ( 金陵 釣龍里 銀杏나무 ),Gyeongsangbuk-do Gimcheon-si,,,,,,,
3504,Natural Monument,"Ginkgo Tree of Daejeon-ri, Cheongdo",청도 대전리 은행나무 ( 淸道 大田里 銀杏나무 ),Gyeongsangbuk-do Cheongdo-gun,,,,,,,
3505,Natural Monument,"Ginkgo Tree of Segan-ri, Uiryeong",의령 세간리 은행나무 ( 宜寧 世干里 銀杏나무 ),Gyeongsangnam-do Uiryeong-gun,,,,,,,
3506,Natural Monument,"Ginkgo Tree of Yasa-ri, Hwasun",화순 야사리 은행나무 ( 和順 野沙里 銀杏나무 ),Jeollanam-do Hwasun-gun,,,,,,,
3507,Natural Monument,"Ginkgo Tree of Boreumdo Island, Ganghwa",강화 볼음도 은행나무 ( 江華 乶音島 銀杏나무 ),Incheon Ganghwa-gun,,,,,,,
3508,Natural Monument,"Castor Aralia of Gongbuk-ri, Cheongju",청주 공북리 음나무 ( 淸州 拱北里 음나무 ),Chungcheongbuk-do Cheongju-si,,,,,,,
3509,Natural Monument,"Retusa Fringe Tree of Cheongok-ri, Gimhae",김해 천곡리 이팝나무 ( 金海 泉谷里 이팝나무 ),Gyeongsangnam-do Gimhae-si,,,,,,,
3510,Natural Monument,"Village Guardian Grove in Gupo-dong, Busan",부산 구포동 당숲 ( 釜山 龜浦洞 당숲 ),Busan Buk-gu,,,,,,,
3511,Natural Monument,"Muku Tree at Jwasuyeong Fortress Site, Busan",부산 좌수영성지 푸조나무 ( 釜山 左水營城地 푸조나무 ),Busan Suyeong-gu,,,,,,,
3512,Natural Monument,"Chinese Juniper of Hwaseong-ri, Uljin",울진 화성리 향나무 ( 蔚珍 花城里 香나무 ),Gyeongsangbuk-do Uljin-gun,,,,,,,
3513,Natural Monument,"Chinese Juniper of Jangjeon-ri, Cheongsong",청송 장전리 향나무 ( 靑松 長田里 香나무 ),Gyeongsangbuk-do Cheongsong-gun,,,,,,,
3514,Natural Monument,"Horizontal Chinese Juniper of Juha-ri, Andong",안동 주하리 뚝향나무 ( 安東 周下里 뚝香나무 ),Gyeongsangbuk-do Andong-si,,,,,,,
3515,Natural Monument,"Pagoda Tree of Sinhyeon-dong, Incheon",인천 신현동 회화나무 ( 仁川 新峴洞 회화나무 ),Incheon Seo-gu,,,,,,,
3516,Natural Monument,"Pagoda Tree of Samwol-ri, Dangjin",당진 삼월리 회화나무 ( 唐津 三月里 회화나무 ),Chungcheongnam-do Dangjin-si,,,,,,,
3517,Natural Monument,"Pagoda Tree of Yuktong-ri, Wolseong",월성 육통리 회화나무 ( 月城 六通里 회화나무 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
3518,Natural Monument,"Pagoda Tree of Yeongdong-ri, Haman",함안 영동리 회화나무 ( 咸安 榮東里 회화나무 ),Gyeongsangnam-do Haman-gun,,,,,,,
3519,Natural Monument,"Ginkgo Tree of Juam-ri, Buyeo",부여 주암리 은행나무 ( 扶餘 珠岩里 銀杏나무 ),Chungcheongnam-do Buyeo-gun,,,,,,,
3520,Natural Monument,"Chinese Juniper of Bongsan-dong, Yeongi",연기 봉산동 향나무 ( 燕岐 鳳山洞 香나무 ),Sejong The Wide area of sejong,,,,,,,
3521,Natural Monument,"Habitat of Fireflies and Their Prey, Muju",무주 일원 반딧불이와 그 먹이 서식지 ( 茂朱 一圓 반딧불이와 그 먹이 棲息地 ),Jeollabuk-do Muju-gun,,,,,,,
3522,Natural Monument,Northern Goshawk (Accipiter gentilis),참매,etc.,,,,,,,
3523,Natural Monument,Grey Frog Hawk (Accipiter soloensis),붉은배새매,etc.,,,,,,,
3524,Natural Monument,Eastern Marsh Harrier (Circus spilonotus),개구리매,etc.,,,,,,,
3525,Natural Monument,Eurasian Sparrowhawk (Accipiter nisus),새매,etc.,,,,,,,
3526,Natural Monument,Pied Harrier (Circus melanoleucos),알락개구리매,etc.,,,,,,,
3527,Natural Monument,Northern Harrier (Circus cyaneus),잿빛개구리매,etc.,,,,,,,
3528,Natural Monument,Peregrine Falcon (Falco peregrinus),매,etc.,,,,,,,
3529,Natural Monument,Common Kestrel (Falco tinnunculus),황조롱이,etc.,,,,,,,
3530,Natural Monument,Tawny Owl (Strix aluco),올빼미,etc.,,,,,,,
3531,Natural Monument,Eurasian Eagle-Owl (Bubo bubo),수리부엉이,etc.,,,,,,,
3532,Natural Monument,Brown Hawk-Owl (Ninox scutulata),솔부엉이,etc.,,,,,,,
3533,Natural Monument,Short-eared Owl (Asio flammeus),쇠부엉이,etc.,,,,,,,
3534,Natural Monument,Long-eared Owl (Asio otus),칡부엉이,etc.,,,,,,,
3535,Natural Monument,Oriental Scops Owl (Otus sunia),소쩍새,etc.,,,,,,,
3536,Natural Monument,Collared Scops Owl (Otus bakkamoena),큰소쩍새,etc.,,,,,,,
3537,Natural Monument,Swan Goose (Anser cygnoides),개리,etc.,,,,,,,
3538,Natural Monument,Brent Goose (Branta bernicla),흑기러기 ( 黑기러기 ),etc.,,,,,,,
3539,Natural Monument,Eurasian Oystercatcher (Haematopus ostralegus),검은머리물떼새,etc.,,,,,,,
3540,Natural Monument,Mandarin Duck (Aix galericulata),원앙 ( 鴛鴦 ),etc.,,,,,,,
3541,Natural Monument,Siberian Flying Squirrel (Pteromys volans),하늘다람쥐,etc.,,,,,,,
3542,Natural Monument,Asiatic Black Bear (Ursus thibetanus ussuricus),반달가슴곰,etc.,,,,,,,
3543,Natural Monument,Eurasian Otter (Lutra lutra),수달,etc.,,,,,,,
3544,Natural Monument,Spotted Seal (Phoca largha),점박이물범,etc.,,,,,,,
3545,Natural Monument,"Breeding Ground of Sea Birds (Swinhoe’s Storm-Petrel, Streaked Shearwater, and Fork-tailed Swift) on Chilbaldo Island, Sinan","신안 칠발도 바닷새류(바다제비, 슴새, 칼새) 번식지 ( 新安 七發島 바닷새類(바다제비, 슴새, 칼새) 繁殖地 )",Jeollanam-do Sinan-gun,,,,,,,
3546,Natural Monument,"Breeding Ground of Sea Birds (Black Wood Pigeon and Streaked Shearwater) on Sasudo Island, Jeju","제주 사수도 바닷새류(흑비둘기, 슴새) 번식지 ( 濟州 泗水島 바닷새類(흑비둘기, 슴새) 繁殖地 )",Jeju-do Jeju-si,,,,,,,
3547,Natural Monument,"Breeding Ground of Black-tailed Gulls on Nando Island, Taean",태안 난도 괭이갈매기 번식지 ( 泰安 卵島 괭이갈매기 繁殖地 ),Chungcheongnam-do Taean-gun,,,,,,,
3548,Natural Monument,"Breeding Ground of Black-tailed Gulls on Hongdo Island, Tongyeong",통영 홍도 괭이갈매기 번식지 ( 統營 鴻島 괭이갈매기 繁殖地 ),Gyeongsangnam-do Tongyeong-si,,,,,,,
3549,Natural Monument,Dokdo Island Natural Reserve,독도 천연보호구역 ( 獨島 天然保護區域 ),Gyeongsangbuk-do Ulleung-gun,,,,,,,
3550,Natural Monument,"Korean Berchemia of Songgye-ri, Jewon",제원 송계리 망개나무 ( 堤原 松界里 망개나무 ),Chungcheongbuk-do Jecheon-si,,,,,,,
3551,Natural Monument,"Evergreen Forest of Mira-ri, Wando",완도 미라리 상록수림 ( 莞島 美羅里 常綠樹林 ),Jeollanam-do Wando-gun,,,,,,,
3552,Natural Monument,"Evergreen Forest of Maengseon-ri, Wando",완도 맹선리 상록수림 ( 莞島 孟仙里 常綠樹林 ),Jeollanam-do Wando-gun,,,,,,,
3553,Natural Monument,"Breeding Ground of Sea Birds (Crested Murrelet, Swinhoe’s Storm-Petrel, and Streaked Shearwater) on Guguldo Island, Sinan","신안 구굴도 바닷새류(뿔쇠오리, 바다제비, 슴새) 번식지 ( 新安 九屈島 바닷새類(뿔쇠오리, 바다제비, 슴새) 繁殖地 )",Jeollanam-do Sinan-gun,,,,,,,
3554,Natural Monument,"Billemotdonggul Lava Tube in Eoeum-ri, Jeju",제주 어음리 빌레못동굴 ( 濟州 於音里 빌레못洞窟 ),Jeju-do Jeju-si,,,,,,,
3555,Natural Monument,"Forest of Cyathea Cuspidata on Yokjido Island, Tongyeong",통영 욕지도 모밀잣밤나무 숲 ( 統營 欲知島 모밀잣밤나무 숲 ),Gyeongsangnam-do Tongyeong-si,,,,,,,
3556,Natural Monument,"Japanese Cinnamon and Machilus of Udo Island, Tongyeong",통영 우도 생달나무와 후박나무 ( 統營 牛島 생달나무와 厚朴나무 ),Gyeongsangnam-do Tongyeong-si,,,,,,,
3557,Natural Monument,"Machilus of Chudo Island, Tongyeong",통영 추도 후박나무 ( 統營 楸島 厚朴나무 ),Gyeongsangnam-do Tongyeong-si,,,,,,,
3558,Natural Monument,"Marsh Plants of Daesong-ri, Haman",함안 대송리 늪지식물 ( 咸安 大松里 늪지식물 ),Gyeongsangnam-do Haman-gun,,,,,,,
3559,Natural Monument,Jeju Horse of Jejudo Island,제주의 제주마 ( 濟州의 濟州馬 ),Jeju-do Jeju-si,,,,,,,
3560,Natural Monument,"Natural Habitat of Royal Azaleas and Saussurea in Ballonsan Mountain, Jeongseon",정선 반론산 철쭉나무 및 분취류 자생지 ( 旌善 半論山 철쭉나무 및 粉취類 自生地 ),Gangwon-do Jeongseon-gun,,,,,,,
3561,Natural Monument,"Gwaneumsong Pine Tree in Cheongnyeongpo, Yeongwol",영월 청령포 관음송 ( 寧越 淸泠浦 觀音松 ),Gangwon-do Yeongwol-gun,,,,,,,
3562,Natural Monument,"Pine Tree of Seorak-dong, Sokcho",속초 설악동 소나무 ( 束草 雪嶽洞 소나무 ),Gangwon-do Sokcho-si,,,,,,,
3563,Natural Monument,"Pine Tree of Seowon-ri, Boeun",보은 서원리 소나무 ( 報恩 書院里 소나무 ),Chungcheongbuk-do Boeun-gun,,,,,,,
3564,Natural Monument,"Jangsasong Pine Tree at Dosoram Hermitage of Seonunsa Temple, Gochang",고창 선운사 도솔암 장사송 ( 高敞 禪雲寺 兜率庵 長沙松 ),Jeollabuk-do Gochang-gun,,,,,,,
3565,Natural Monument,"Black Pine of Samcheon-dong, Jeonju",전주 삼천동 곰솔 ( 全州 三川洞 곰솔 ),Jeollabuk-do Jeonju-si,,,,,,,
3566,Natural Monument,"Hyojasong Pine Tree in Okdang-ri, Jangheung",장흥 옥당리 효자송 ( 長興 玉堂里 孝子松 ),Jeollanam-do Jangheung-gun,,,,,,,
3567,Natural Monument,"Multi-stem Pine of Dokdong-ri, Gumi",구미 독동리 반송 ( 龜尾 禿洞里 盤松 ),Gyeongsangbuk-do Gumi-si,,,,,,,
3568,Natural Monument,"Gusong Pine Tree in Mokhyeon-ri, Hamyang",함양 목현리 구송 ( 咸陽 木峴里 九松 ),Gyeongsangnam-do Hamyang-gun,,,,,,,
3569,Natural Monument,"Pine Tree of Seonghwang-ri, Uiryeong",의령 성황리 소나무 ( 宜寧 城隍里 소나무 ),Gyeongsangnam-do Uiryeong-gun,,,,,,,
3570,Natural Monument,"Breeding Ground of Chinese Egrets and Black-tailed Gulls on Sindo Island, Ongjin",옹진 신도 노랑부리백로와 괭이갈매기 번식지 ( 甕津 新島 노랑부리白鷺와 괭이갈매기 繁殖地 ),Incheon Ongjin-gun,,,,,,,
3571,Natural Monument,Chinese Egret (Egretta eulophotes),노랑부리백로 ( 노랑부리白鷺 ),etc. ,,,,,,,
3572,Natural Monument,"Evergreen Forest of Oenarodo Island, Goheung",고흥 외나로도 상록수림 ( 高興 外羅老島 常綠樹林 ),Jeollanam-do Goheung-gun,,,,,,,
3573,Natural Monument,"Castor Aralia of Gungchon-ri, Samcheok",삼척 궁촌리 음나무 ( 三陟 宮村里 음나무 ),Gangwon-do Samcheok-si,,,,,,,
3574,Natural Monument,"Natural Habitat of White Forsythias in Maecheon-ri, Yeongdong",영동 매천리 미선나무 자생지 ( 永同 梅川里 尾扇나무 自生地 ),Chungcheongbuk-do Yeongdong-gun,,,,,,,
3575,Natural Monument,"Ginkgo Tree of Boseoksa Temple, Geumsan",금산 보석사 은행나무 ( 錦山 寶石寺 銀杏나무 ),Chungcheongnam-do Geumsan-gun,,,,,,,
