No,Classification,Name of Cultural Heritage,Korean,ccebAsno,heritage_url,img
174,National Treasure,Footrest of King Muryeong,무령왕 발받침 ( 武寧王 足座 ),01650000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01650000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Footrest+of+King+Muryeong,newdataset/newdata/174/174.jpg
175,National Treasure,White Porcelain Jar with Plum and Bamboo Design in Underglaze Iron,백자 철화매죽문 항아리 ( 白磁 鐵畵梅竹文 壺 ),01660000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01660000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=White+Porcelain+Jar+with+Plum+and+Bamboo+Design+in+Underglaze+Iron,newdataset/newdata/175/175.jpg
176,National Treasure,Celadon Ewer in the Shape of a Human Figure,청자 인물형 주전자 ( 靑磁 人物形 注子 ),01670000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01670000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Ewer+in+the+Shape+of+a+Human+Figure,newdataset/newdata/176/176.jpg
177,National Treasure,Celadon Bottle with Bamboo Design in Relief,청자 양각죽절문 병 ( 靑磁 陽刻竹節文 甁 ),01690000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01690000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Bottle+with+Bamboo+Design+in+Relief,newdataset/newdata/177/177.jpg
178,National Treasure,"White Porcelain Lidded Jar with Plum, Bird and Bamboo Design in Underglaze Cobalt Blue",백자 청화매조죽문 유개항아리 ( 白磁 靑畵梅鳥竹文 有蓋壺 ),01700000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01700000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=White+Porcelain+Lidded+Jar+with+Plum,+Bird+and+Bamboo+Design+in+Underglaze+Cobalt+Blue",newdataset/newdata/178/178.jpg
179,National Treasure,Bronze Lidded Bowl with Silver-inlaid Phoenix Design,청동 은입사 봉황문 합 ( 靑銅 銀入絲 鳳凰文 盒 ),01710000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01710000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Lidded+Bowl+with+Silver-inlaid+Phoenix+Design,newdataset/newdata/179/179.jpg
180,National Treasure,Artifacts Excavated from the Tomb of Lady Jeong,진양군 영인정씨묘 출토 유물 ( 晋陽郡 令人鄭氏墓 出土 遺物 ),01720000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01720000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Artifacts+Excavated+from+the+Tomb+of+Lady+Jeong,newdataset/newdata/180/180.jpg
181,National Treasure,Celadon Seated Arhat with Paste-on-paste White Dot Design,청자 퇴화점문 나한좌상 ( 靑磁 堆花點文 羅漢坐像 ),01730000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01730000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Seated+Arhat+with+Paste-on-paste+White+Dot+Design,newdataset/newdata/181/181.jpg
182,National Treasure,Gilt-bronze Candlesticks with Inlaid Crystal Ornaments,금동 수정 장식 촛대 ( 金銅 水晶 裝飾 燭臺 ),01740000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01740000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Candlesticks+with+Inlaid+Crystal+Ornaments,newdataset/newdata/182/182.jpg
183,National Treasure,White Porcelain Bowl with Inlaid Lotus and Scroll Design,백자 상감연화당초문 대접 ( 白磁 象嵌蓮花唐草文 大楪 ),01750000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01750000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=White+Porcelain+Bowl+with+Inlaid+Lotus+and+Scroll+Design,newdataset/newdata/183/183.jpg
184,National Treasure,"White Porcelain Jar with Pine and Bamboo Design and Inscription of ""the Second Hongchi Year"" in Underglaze Cobalt Blue",백자 청화 '홍치2년 '명 송죽문 항아리 ( 白磁 靑畵‘弘治二年’銘 松竹文 立壺 ),01760000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01760000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=White+Porcelain+Jar+with+Pine+and+Bamboo+Design+and+Inscription+of+""the+Second+Hongchi+Year""+in+Underglaze+Cobalt+Blue",newdataset/newdata/184/184.jpg
185,National Treasure,Buncheong Placenta Jars with Stamped Chrysanthemum Design,분청사기 인화국화문 태항아리 ( 粉靑沙器 印花菊花文 胎壺 ),01770000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01770000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Buncheong+Placenta+Jars+with+Stamped+Chrysanthemum+Design,newdataset/newdata/185/185.jpg
186,National Treasure,Buncheong Flat Bottle with Incised Fish Design,분청사기 음각어문 편병 ( 粉靑沙器 陰刻魚文 扁甁 ),01780000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01780000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Buncheong+Flat+Bottle+with+Incised+Fish+Design,newdataset/newdata/186/186.jpg
187,National Treasure,Buncheong Flat Bottle with Sgraffito Lotus and Fish Design,분청사기 박지연화어문 편병 ( 粉靑沙器 剝地蓮花魚文 扁甁 ),01790000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01790000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Buncheong+Flat+Bottle+with+Sgraffito+Lotus+and+Fish+Design,newdataset/newdata/187/187.jpg
188,National Treasure,Sehando (Winter Scene) by Kim Jeong-hui,김정희 필 세한도 ( 金正喜 筆 歲寒圖 ),01800000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01800000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Sehando+(Winter+Scene)+by+Kim+Jeong-hui,newdataset/newdata/188/188.jpg
189,National Treasure,Red Certificate Issued to Jang Yang-su,장양수 홍패 ( 張良守 紅牌 ),01810000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01810000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Red+Certificate+Issued+to+Jang+Yang-su,newdataset/newdata/189/189.jpg
190,National Treasure,"Gilt-bronze Standing Buddha from Seonsan-eup, Gumi",구미 선산읍 금동여래입상 ( 龜尾 善山邑 金銅如來立像 ),01820000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01820000&sCcebCtcd=22&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Buddha+from+Seonsan-eup,+Gumi",newdataset/newdata/190/190.jpg
191,National Treasure,"Gilt-bronze Standing Bodhisattva from Seonsan-eup, Gumi",구미 선산읍 금동보살입상(1976-1) ( 龜尾 善山邑 金銅菩薩立像(1976-1) ),01830000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01830000&sCcebCtcd=22&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Bodhisattva+from+Seonsan-eup,+Gumi",newdataset/newdata/191/191.jpg
192,National Treasure,"Gilt-bronze Standing Bodhisattva from Seonsan-eup, Gumi",구미 선산읍 금동보살입상(1976-2) ( 龜尾 善山邑 金銅菩薩立像(1976-2) ),01840000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01840000&sCcebCtcd=22&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Bodhisattva+from+Seonsan-eup,+Gumi",newdataset/newdata/192/192.jpg
193,National Treasure,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Silver on Oak Paper,상지은니 묘법연화경 ( 橡紙銀泥 妙法蓮華經 ),01850000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01850000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Transcription+of+Saddharmapundarika+Sutra+(The+Lotus+Sutra)+in+Silver+on+Oak+Paper,newdataset/newdata/193/193.jpg
194,National Treasure,"Gilt-bronze Standing Buddha from Sinhwa-ri, Yangpyeong",양평 신화리 금동여래입상 ( 楊平 新花里 金銅如來立像 ),01860000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01860000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Buddha+from+Sinhwa-ri,+Yangpyeong",newdataset/newdata/194/194.jpg
195,National Treasure,"Five-story Stone Brick Pagoda in Sanhae-ri, Yeongyang",영양 산해리 오층모전석탑 ( 英陽 山海里 五層模塼石塔 ),01870000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01870000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Five-story+Stone+Brick+Pagoda+in+Sanhae-ri,+Yeongyang",newdataset/newdata/195/195.jpg
196,National Treasure,Gold Crown from Cheonmachong Tomb,천마총 금관 ( 天馬塚 金冠 ),01880000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01880000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Crown+from+Cheonmachong+Tomb,newdataset/newdata/196/196.jpg
197,National Treasure,Gold Cap from Cheonmachong Tomb,천마총 관모 ( 天馬塚 冠帽 ),01890000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01890000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Cap+from+Cheonmachong+Tomb,newdataset/newdata/197/197.jpg
198,National Treasure,Gold Waist Belt from Cheonmachong Tomb,천마총 금제 허리띠 ( 天馬塚 金製 銙帶 ),01900000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01900000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Waist+Belt+from+Cheonmachong+Tomb,newdataset/newdata/198/198.jpg
199,National Treasure,Gold Crown from the North Mound of Hwangnamdaechong Tomb,황남대총 북분 금관 ( 皇南大塚 北墳 金冠 ),01910000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01910000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Crown+from+the+North+Mound+of+Hwangnamdaechong+Tomb,newdataset/newdata/199/199.jpg
200,National Treasure,Gold Waist Belt from the North Mound of Hwangnamdaechong Tomb,황남대총 북분 금제 허리띠 ( 皇南大塚 北墳 金製 銙帶 ),01920000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01920000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Waist+Belt+from+the+North+Mound+of+Hwangnamdaechong+Tomb,newdataset/newdata/200/200.jpg
201,National Treasure,"Glass Ewer and Cups from the South Mound of the Tomb No. 98, Gyeongju",경주 98호 남분 유리병 및 잔 ( 慶州 九十八號 南墳 琉璃甁 및 盞 ),01930000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01930000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Glass+Ewer+and+Cups+from+the+South+Mound+of+the+Tomb+No.+98,+Gyeongju",newdataset/newdata/201/201.jpg
202,National Treasure,Gold Necklace from the South Mound of Hwangnamdaechong Tomb,황남대총 남분 금목걸이 ( 皇南大塚 南墳 金製頸飾 ),01940000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01940000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Necklace+from+the+South+Mound+of+Hwangnamdaechong+Tomb,newdataset/newdata/202/202.jpg
203,National Treasure,Long-necked Jar with Clay Figurines,토우장식 장경호 ( 土偶裝飾 長頸壺 ),01950000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01950000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Long-necked+Jar+with+Clay+Figurines,newdataset/newdata/203/203.jpg
204,National Treasure,"Silla Transcription of Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, in Ink on White Paper, Volumes 1-10 and 44-50","신라백지묵서 대방광불화엄경 주본 권1~10, 44~50 ( 新羅白紙墨書 大方廣佛華嚴經 周本 卷一~十, 四十四~五十 )",01960000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01960000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Silla+Transcription+of+Avatamsaka+Sutra+(The+Flower+Garland+Sutra),+Zhou+Version,+in+Ink+on+White+Paper,+Volumes+1-10+and+44-50",newdataset/newdata/204/204.jpg
205,National Treasure,"Stupa of State Preceptor Bogak at Cheongnyongsa Temple Site, Chungju",충주 청룡사지 보각국사탑 ( 忠州 靑龍寺址 普覺國師塔 ),01970000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01970000&sCcebCtcd=33&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stupa+of+State+Preceptor+Bogak+at+Cheongnyongsa+Temple+Site,+Chungju",newdataset/newdata/205/205.jpg
206,National Treasure,"Jeokseongbi Monument of Silla, Danyang",단양 신라 적성비 ( 丹陽 新羅 赤城碑 ),01980000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01980000&sCcebCtcd=33&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Jeokseongbi+Monument+of+Silla,+Danyang",newdataset/newdata/206/206.jpg
207,National Treasure,"Rock-carved Buddhas of Sinseonsa Temple in Danseoksan Mountain, Gyeongju",경주 단석산 신선사 마애불상군 ( 慶州 斷石山 神仙寺 磨崖佛像群 ),01990000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01990000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Rock-carved+Buddhas+of+Sinseonsa+Temple+in+Danseoksan+Mountain,+Gyeongju",newdataset/newdata/207/207.jpg
208,National Treasure,Gilt-bronze Standing Bodhisattva,금동보살입상(1979) ( 金銅菩薩立像(1979) ),02000000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02000000&sCcebCtcd=21&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Bodhisattva,newdataset/newdata/208/208.jpg
209,National Treasure,"Rock-carved Seated Buddha in Bukji-ri, Bonghwa",봉화 북지리 마애여래좌상 ( 奉化 北枝里 磨崖如來坐像 ),02010000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02010000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Rock-carved+Seated+Buddha+in+Bukji-ri,+Bonghwa",newdataset/newdata/209/209.jpg
210,National Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Jin Version, Volume 37",대방광불화엄경 진본 권37 ( 大方廣佛華嚴經 晋本 卷三十七 ),02020000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02020000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Avatamsaka+Sutra+(The+Flower+Garland+Sutra),+Jin+Version,+Volume+37",newdataset/newdata/210/210.jpg
211,National Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, Volume 6",대방광불화엄경 주본 권6 ( 大方廣佛華嚴經 周本 卷六 ),02030000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02030000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Avatamsaka+Sutra+(The+Flower+Garland+Sutra),+Zhou+Version,+Volume+6",newdataset/newdata/211/211.jpg
212,National Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, Volume 36",대방광불화엄경 주본 권36 ( 大方廣佛華嚴經 周本 卷三十六 ),02040000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02040000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Avatamsaka+Sutra+(The+Flower+Garland+Sutra),+Zhou+Version,+Volume+36",newdataset/newdata/212/212.jpg
213,National Treasure,"Goguryeobi Monument, Chungju",충주 고구려비 ( 忠州 高句麗碑 ),02050000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02050000&sCcebCtcd=33&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Goguryeobi+Monument,+Chungju",newdataset/newdata/213/213.jpg
214,National Treasure,"Printing Woodblocks of Miscellaneous Buddhist Scriptures in Haeinsa Temple, Hapcheon",합천 해인사 고려목판 ( 陜川 海印寺 高麗木板 ),02060000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02060000&sCcebCtcd=38&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Printing+Woodblocks+of+Miscellaneous+Buddhist+Scriptures+in+Haeinsa+Temple,+Hapcheon",newdataset/newdata/214/214.jpg
215,National Treasure,"Jangni cheonmado (Painting of Heavenly Horse on a Saddle Flap) from Cheonmachong Tomb, Gyeongju",경주 천마총 장니 천마도 ( 慶州 天馬塚 障泥 天馬圖 ),02070000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02070000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Jangni+cheonmado+(Painting+of+Heavenly+Horse+on+a+Saddle+Flap)+from+Cheonmachong+Tomb,+Gyeongju",newdataset/newdata/215/215.jpg
216,National Treasure,Gilt-bronze Reliquary from Sakyamuni Stupa of Dorisa Temple,도리사 세존사리탑 금동 사리기 ( 桃李寺 世尊舍利塔 金銅舍利器 ),02080000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02080000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Reliquary+from+Sakyamuni+Stupa+of+Dorisa+Temple,newdataset/newdata/216/216.jpg
217,National Treasure,Stone Pagoda of Casket Seal Dharani,보협인석탑 ( 寶篋印石塔 ),02090000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02090000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stone+Pagoda+of+Casket+Seal+Dharani,newdataset/newdata/217/217.jpg
218,National Treasure,"Transcription of Amoghapasha kalparaja Sutra (Infallible Lasso’s Mantra and Supernatural Transformations: King of Ritual Manuals) in Silver on Indigo Paper, Volume 13",감지은니 불공견삭신변진언경 권13 ( 紺紙銀泥 不空羂索紳變眞言經 卷十三 ),02100000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02100000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Transcription+of+Amoghapasha+kalparaja+Sutra+(Infallible+Lasso’s+Mantra+and+Supernatural+Transformations:+King+of+Ritual+Manuals)+in+Silver+on+Indigo+Paper,+Volume+13",newdataset/newdata/218/218.jpg
219,National Treasure,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Ink on White Paper,백지묵서 묘법연화경 ( 白紙墨書 妙法蓮華經 ),02110000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02110000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Transcription+of+Saddharmapundarika+Sutra+(The+Lotus+Sutra)+in+Ink+on+White+Paper,newdataset/newdata/219/219.jpg
220,National Treasure,"Shurangama Sutra (The Sutra of the Heroic One), Korean Translation",대불정여래밀인수증요의제보살만행수능엄경(언해) ( 大佛頂如來密因修證了義諸菩薩萬行首楞嚴經(諺解) ),02120000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02120000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Shurangama+Sutra+(The+Sutra+of+the+Heroic+One),+Korean+Translation",newdataset/newdata/220/220.jpg
221,National Treasure,Gilt-bronze Miniature Pagoda,금동탑 ( 金銅塔 ),02130000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02130000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Miniature+Pagoda,newdataset/newdata/221/221.jpg
222,National Treasure,"Bronze Incense Burner with Inscription of ""Heungwangsa Temple"" and Silver-inlaid Design",흥왕사명 청동 은입사 향완 ( 興王寺銘 靑銅 銀入絲 香垸 ),02140000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02140000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Incense+Burner+with+Inscription+of+""Heungwangsa+Temple""+and+Silver-inlaid+Design",newdataset/newdata/222/222.jpg
223,National Treasure,"Transcription of Avatamsaka Sutra (The Flower Garland Sutra), Zhenyuan Version, in Silver on Indigo Paper, Volume 31",감지은니 대방광불화엄경 정원본 권31 ( 紺紙銀泥 大方廣佛華嚴經 貞元本 卷三十一 ),02150000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02150000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Transcription+of+Avatamsaka+Sutra+(The+Flower+Garland+Sutra),+Zhenyuan+Version,+in+Silver+on+Indigo+Paper,+Volume+31",newdataset/newdata/223/223.jpg
224,National Treasure,Inwang jesaekdo (Scene of Inwangsan Mountain After Rain) by Jeong Seon,정선 필 인왕제색도 ( 鄭敾 筆 仁王霽色圖 ),02160000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02160000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Inwang+jesaekdo+(Scene+of+Inwangsan+Mountain+After+Rain)+by+Jeong+Seon,newdataset/newdata/224/224.jpg
225,National Treasure,Geumgang jeondo (Complete View of Geumgangsan Mountain) by Jeong Seon,정선 필 금강전도 ( 鄭敾 筆 金剛全圖 ),02170000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02170000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Geumgang+jeondo+(Complete+View+of+Geumgangsan+Mountain)+by+Jeong+Seon,newdataset/newdata/225/225.jpg
226,National Treasure,Painting of Amitabha Buddha Triad,아미타삼존도 ( 阿彌陀三尊圖 ),02180000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02180000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Painting+of+Amitabha+Buddha+Triad,newdataset/newdata/226/226.jpg
227,National Treasure,White Porcelain Jar with Plum and Bamboo Design in Underglaze Cobalt Blue,백자 청화매죽문 항아리 ( 白磁 靑畵梅竹文 立壺 ),02190000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02190000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=White+Porcelain+Jar+with+Plum+and+Bamboo+Design+in+Underglaze+Cobalt+Blue,newdataset/newdata/227/227.jpg
228,National Treasure,"Celadon Lidded Bowl and Saucer with Inlaid Dragon, Phoenix, and Peony Design",청자 상감용봉모란문 합 및 탁 ( 靑磁 象嵌龍鳳牡丹文 盒 및 托 ),02200000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02200000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Lidded+Bowl+and+Saucer+with+Inlaid+Dragon,+Phoenix,+and+Peony+Design",newdataset/newdata/228/228.jpg
229,National Treasure,"Wooden Seated Child Manjusri of Sangwonsa Temple, Pyeongchang",평창 상원사 목조문수동자좌상 ( 平昌 上院寺 木造文殊童子坐象 ),02210000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=02210000&sCcebCtcd=32&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Wooden+Seated+Child+Manjusri+of+Sangwonsa+Temple,+Pyeongchang",newdataset/newdata/229/229.jpg
