QuestionId,Name of Cultural Heritage,Question,Answer,AvgScore
02161282,Gilt-bronze Reliquary from Sakyamuni Stupa of Dorisa Temple,Where is the Sakyamuni Stupa of Dorisa Temple located?,Korea,60.0
02161283,Gilt-bronze Reliquary from Sakyamuni Stupa of Dorisa Temple,What type of relic would be stored in this reliquary?,Buddhist relic,76.67
02171287,Stone Pagoda of Casket Seal Dharani,Who was the monk that brought the Casket Seal Dharani to Silla?,Choe Chi-won,80.0
02171288,Stone Pagoda of Casket Seal Dharani,What is inscribed on the stele of this heritage?,The Dharani Sutra,85.0
02171289,Stone Pagoda of Casket Seal Dharani,Which dynasty ruled during the time when this heritage was built?,Silla,80.0
02181293,Transcription of Amoghapasha kalparaja Sutra (Infallible Lasso’s Mantra and Supernatural Transformations: King of Ritual Manuals) in Silver on Indigo Paper,What is the title of the transcription on this heritage?,Infallible Lasso’s Mantra and Supernatural Transformations: King of Ritual Manuals,81.67
02181294,Transcription of Amoghapasha kalparaja Sutra (Infallible Lasso’s Mantra and Supernatural Transformations: King of Ritual Manuals) in Silver on Indigo Paper,What language is the transcription on this heritage written in?,Sanskrit,88.33
02181295,Transcription of Amoghapasha kalparaja Sutra (Infallible Lasso’s Mantra and Supernatural Transformations: King of Ritual Manuals) in Silver on Indigo Paper,What is the significance of the Amoghapasha kalparaja Sutra in Buddhist teachings?,It is a ritual manual for supernatural transformations.,85.0
02191299,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Ink on White Paper,What is the title of the sutra transcribed on this heritage?,Saddharmapundarika Sutra (The Lotus Sutra),96.67
02191300,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Ink on White Paper,Who is commonly associated with the composition of The Lotus Sutra?,Buddha,56.67
02191301,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Ink on White Paper,In what country is The Lotus Sutra considered to be a central scripture for Mahayana Buddhism?,China,53.33
02201305,Shurangama Sutra (The Sutra of the Heroic One),Who translated the Shurangama Sutra into Chinese?,Kumarajiva,85.0
02201306,Shurangama Sutra (The Sutra of the Heroic One),Where is the original copy of the Shurangama Sutra believed to be kept?,Caves near Dunhuang,80.0
02201307,Shurangama Sutra (The Sutra of the Heroic One),What is the significance of the Shurangama Sutra in Buddhism?,It is considered one of the most important Mahayana sutras.,85.0
02211311,Gilt-bronze Miniature Pagoda,Who is believed to have built the miniature pagoda?,King Seongjong,73.33
02211312,Gilt-bronze Miniature Pagoda,Where was the miniature pagoda discovered?,In a gilt-bronze casket buried beneath the pagoda at the Godalsa Temple site,83.33
02211313,Gilt-bronze Miniature Pagoda,What is the significance of the inscription on the stele found with the miniature pagoda?,It provides historical information about the temple and the construction of the pagoda.,78.33
02221317,"Bronze Incense Burner with Inscription of ""Heungwangsa Temple"" and Silver-inlaid Design",What is the inscription on the bronze incense burner?,"""Heungwangsa Temple""",91.67
02221318,"Bronze Incense Burner with Inscription of ""Heungwangsa Temple"" and Silver-inlaid Design",What type of heritage is this bronze incense burner?,Incense burner,50.0
02221319,"Bronze Incense Burner with Inscription of ""Heungwangsa Temple"" and Silver-inlaid Design",Who made the silver-inlaid design on this heritage?,Unspecified,80.0
02231323,Transcription of Avatamsaka Sutra (The Flower Garland Sutra),What is the name of the sutra transcribed in this heritage?,Avatamsaka Sutra,93.33
02231324,Transcription of Avatamsaka Sutra (The Flower Garland Sutra),Who is believed to have written this transcription of the Avatamsaka Sutra?,A monk,56.67
02231325,Transcription of Avatamsaka Sutra (The Flower Garland Sutra),What is the significance of the Avatamsaka Sutra in Mahayana Buddhism?,It is considered a key scripture.,70.0
02241329,Inwang jesaekdo (Scene of Inwangsan Mountain After Rain) by Jeong Seon,Who is the artist of this heritage?,Jeong Seon,86.67
02241330,Inwang jesaekdo (Scene of Inwangsan Mountain After Rain) by Jeong Seon,What is the title of this heritage?,Inwang jesaekdo,80.0
02241331,Inwang jesaekdo (Scene of Inwangsan Mountain After Rain) by Jeong Seon,What is the significance of Inwangsan Mountain in Korean culture?,It is considered a sacred mountain in Korean folklore.,56.67
02251335,Geumgang jeondo (Complete View of Geumgangsan Mountain) by Jeong Seon,Who is the artist of 'Geumgang jeondo (Complete View of Geumgangsan Mountain)'?,Jeong Seon,86.67
02251336,Geumgang jeondo (Complete View of Geumgangsan Mountain) by Jeong Seon,What is the subject matter of the painting 'Geumgang jeondo'?,Geumgangsan Mountain,91.67
02251337,Geumgang jeondo (Complete View of Geumgangsan Mountain) by Jeong Seon,In what century was Jeong Seon active as an artist?,18th,56.67
02261341,Painting of Amitabha Buddha Triad,Who is the central figure in the painting of Amitabha Buddha Triad?,Amitabha Buddha,83.33
02261342,Painting of Amitabha Buddha Triad,What is the significance of the inscription on the stele in relation to this heritage?,It provides historical information,53.33
02261343,Painting of Amitabha Buddha Triad,What is the name of the temple where this painting is located?,Godalsa Temple,60.0
02271347,White Porcelain Jar with Plum and Bamboo Design in Underglaze Cobalt Blue,What type of design is depicted in underglaze cobalt blue on this jar?,Plum and Bamboo,88.33
02271348,White Porcelain Jar with Plum and Bamboo Design in Underglaze Cobalt Blue,What is the predominant color of this heritage?,White,53.33
02271349,White Porcelain Jar with Plum and Bamboo Design in Underglaze Cobalt Blue,What technique was used to apply the cobalt blue design on this jar?,Underglaze,81.67
02281353,Celadon Lidded Bowl and Saucer with Inlaid Dragon,What type of ceramic is this heritage made of?,Celadon,73.33
02281354,Celadon Lidded Bowl and Saucer with Inlaid Dragon,What mythical creature is inlaid on this heritage?,Dragon,80.0
02281355,Celadon Lidded Bowl and Saucer with Inlaid Dragon,What culture does this heritage originate from?,Korean,56.67
02291359,Wooden Seated Child Manjusri of Sangwonsa Temple,Which temple is the Wooden Seated Child Manjusri of Sangwonsa Temple located in?,Sangwonsa Temple,43.33
02291360,Wooden Seated Child Manjusri of Sangwonsa Temple,Who is the deity represented by the child Manjusri statue?,Manjusri,83.33
02291361,Wooden Seated Child Manjusri of Sangwonsa Temple,What is the significance of Manjusri in Buddhism?,Bodhisattva of Wisdom,56.67
02301365,White Porcelain Lidded Jar with Plum and Bamboo Design in Underglaze Cobalt Blue,What color is the cobalt blue underglaze of this heritage?,Blue,46.67
02301366,White Porcelain Lidded Jar with Plum and Bamboo Design in Underglaze Cobalt Blue,What is the purpose of the lidded jar in this heritage?,Storage,56.67
02301367,White Porcelain Lidded Jar with Plum and Bamboo Design in Underglaze Cobalt Blue,What style of design is commonly found on white porcelain lidded jars in Korean cultural heritage?,Underglaze Cobalt Blue,66.67
02311371,Geunjeongjeon Hall of Gyeongbokgung Palace,Who was the main palace of the Joseon Dynasty?,Gyeongbokgung Palace,70.0
02311372,Geunjeongjeon Hall of Gyeongbokgung Palace,What is the name of the main throne hall in Gyeongbokgung Palace?,Geunjeongjeon Hall,91.67
02311373,Geunjeongjeon Hall of Gyeongbokgung Palace,What was the purpose of the Geunjeongjeon Hall during the Joseon Dynasty?,Throne room for the king to meet his officials and foreign envoys,90.0
02321377,Gyeonghoeru Pavilion of Gyeongbokgung Palace,Who was the main architect of the Gyeonghoeru Pavilion?,Regent Heungseon Daewongun,80.0
02321378,Gyeonghoeru Pavilion of Gyeongbokgung Palace,What purpose did the Gyeonghoeru Pavilion serve during the Joseon Dynasty?,Royal banquets and state events,90.0
02321379,Gyeonghoeru Pavilion of Gyeongbokgung Palace,What is the significance of the lotus flowers on the roof of the Gyeonghoeru Pavilion?,Symbolize purity and renewal in Buddhism,60.0
02331383,Injeongjeon Hall of Changdeokgung Palace,What is the name of the main hall in Changdeokgung Palace?,Injeongjeon Hall,90.0
02331384,Injeongjeon Hall of Changdeokgung Palace,Which Korean dynasty built Changdeokgung Palace?,Joseon,86.67
02331385,Injeongjeon Hall of Changdeokgung Palace,"What is the English translation of ""Injeongjeon""?",Hall of Benevolent Governance,83.33
02341389,Myeongjeongjeon Hall of Changgyeonggung Palace,Who was responsible for the restoration of Myeongjeongjeon Hall in 1986?,Cultural Heritage Administration,85.0
02341390,Myeongjeongjeon Hall of Changgyeonggung Palace,What is the name of the stone stele located in front of Myeongjeongjeon Hall?,Myeongjeongjeon Stele,80.0
02341391,Myeongjeongjeon Hall of Changgyeonggung Palace,Which dynasty originally built Changgyeonggung Palace?,Joseon Dynasty,86.67
02351395,Main Hall of Jongmyo Shrine,Who is enshrined in the Main Hall of Jongmyo Shrine?,Kings and queens of the Joseon Dynasty,90.0
02351396,Main Hall of Jongmyo Shrine,How many ancestral tablets are housed in the Main Hall of Jongmyo Shrine?,19,85.0
02351397,Main Hall of Jongmyo Shrine,Why is Jongmyo Shrine designated as a UNESCO World Heritage site?,For its well-preserved Confucian rituals and traditions.,85.0
02361401,Celestial Chart Stone,Who is believed to have created the Celestial Chart Stone?,Choe Chi-won,85.0
02361402,Celestial Chart Stone,What is the significance of the celestial chart depicted on the stone?,It represents the belief in the connection between heaven and earth.,80.0
02361403,Celestial Chart Stone,In what year was the Celestial Chart Stone discovered?,1947,83.33
02371407,Clepsydra of Changgyeonggung Palace,Who was the first emperor to visit Changgyeonggung Palace in 1412?,King Taejong,60.0
02371408,Clepsydra of Changgyeonggung Palace,What is the significance of the Clepsydra in Changgyeonggung Palace?,It was used to measure time during the Joseon Dynasty,85.0
02371409,Clepsydra of Changgyeonggung Palace,How many palace gates does Changgyeonggung Palace have?,Five,43.33
02381413,Celestial Globe and Armillary Clock,Who created this Celestial Globe and Armillary Clock?,Chosun Dynasty,63.33
02381414,Celestial Globe and Armillary Clock,What purpose did this heritage serve?,Timekeeping and astronomical observations,85.0
02381415,Celestial Globe and Armillary Clock,Where is this heritage currently located?,National Palace Museum of Korea,50.0
02391419,Bronze Age Moulds from Yeongam (Presumed),Where were these Bronze Age moulds discovered?,Yeongam,90.0
02391420,Bronze Age Moulds from Yeongam (Presumed),What is the presumed function of these moulds?,Casting bronze objects,80.0
02391421,Bronze Age Moulds from Yeongam (Presumed),What time period are these moulds believed to be from?,Bronze Age,80.0
02401425,Certificate of Meritorious Subject Issued to Yi Hwa,Who was the Certificate of Meritorious Subject issued to?,Yi Hwa,86.67
02401426,Certificate of Meritorious Subject Issued to Yi Hwa,Who was the name of the official who issued the certificate?,King Yeongjo,81.67
02401427,Certificate of Meritorious Subject Issued to Yi Hwa,What was the reason for Yi Hwa receiving the Certificate of Meritorious Subject?,For her faithful service to the government.,85.0
02411431,Stone Seated Vairocana Buddha from Seongnamamsa Temple Site,Who is depicted in this heritage?,Vairocana Buddha,90.0
02411432,Stone Seated Vairocana Buddha from Seongnamamsa Temple Site,Where was the Stone Seated Vairocana Buddha found?,Seongnamsa Temple Site,91.67
02411433,Stone Seated Vairocana Buddha from Seongnamamsa Temple Site,What is the significance of the Vairocana Buddha in Buddhism?,Cosmic Buddha,53.33
02421437,Agalmatolite Reliquary from the Stone Seated Vairocana Buddha from Seongnamamsa Temple Site,Where was the Seongnamamsa Temple Site located?,Korea,53.33
02421438,Agalmatolite Reliquary from the Stone Seated Vairocana Buddha from Seongnamamsa Temple Site,Who is believed to have carved the Seated Vairocana Buddha statue?,Master Uicheon,80.0
02421439,Agalmatolite Reliquary from the Stone Seated Vairocana Buddha from Seongnamamsa Temple Site,What is the significance of relics believed to be housed in this heritage?,Associated with Buddha,76.67
02431443,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Silver on Indigo Paper,What is the name of the sutra transcribed on this heritage?,The Lotus Sutra,83.33
02431444,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Silver on Indigo Paper,What is the language of the inscription on this heritage?,Sanskrit,90.0
02431445,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Silver on Indigo Paper,What is the significance of the Lotus Sutra in Buddhism?,It is one of the most important Mahayana Buddhist scriptures.,66.67
02441449,Transcription of Avatamsaka Sutra (The Flower Garland Sutra) in Gold on Indigo Paper,What sutra is transcribed on this heritage?,Avatamsaka Sutra (The Flower Garland Sutra),96.67
02441450,Transcription of Avatamsaka Sutra (The Flower Garland Sutra) in Gold on Indigo Paper,What is the significance of the Avatamsaka Sutra in Buddhism?,It is a Mahayana Buddhist scripture,63.33
02441451,Transcription of Avatamsaka Sutra (The Flower Garland Sutra) in Gold on Indigo Paper,Why is gold often used for transcriptions on cultural heritage items?,Symbolizes purity and sacredness,56.67
02451455,West Five-story Stone Pagoda in Janghang-ri,Who built the West Five-story Stone Pagoda in Janghang-ri?,Unknown,83.33
02451456,West Five-story Stone Pagoda in Janghang-ri,What is the significance of the pagoda in the history of Korean Buddhism?,Represents the transition from wooden pagodas to stone pagodas,66.67
02451457,West Five-story Stone Pagoda in Janghang-ri,What is the height of the pagoda?,10.46 meters,73.33
02461461,Folding Screen of Gosan gugok sihwado (Poems and Paintings of the Nine Scenic Valleys of Gosan),Who is credited with painting the Folding Screen of Gosan gugok sihwado?,Kim Hong-do,91.67
02461462,Folding Screen of Gosan gugok sihwado (Poems and Paintings of the Nine Scenic Valleys of Gosan),What is the theme of the poems inscribed on the Folding Screen of Gosan gugok sihwado?,Nine Scenic Valleys of Gosan,85.0
02461463,Folding Screen of Gosan gugok sihwado (Poems and Paintings of the Nine Scenic Valleys of Gosan),What material was used to create this heritage?,Paper and ink,53.33
02471467,Sowon hwagaecheop (Calligraphy by Prince Anpyeong),Who is the author of the calligraphy on this heritage?,Prince Anpyeong,91.67
02471468,Sowon hwagaecheop (Calligraphy by Prince Anpyeong),Where is this heritage currently located?,National Museum of Korea,53.33
02471469,Sowon hwagaecheop (Calligraphy by Prince Anpyeong),What is the significance of the inscription on this heritage?,Expresses the writer's desire for peace and prosperity.,63.33
02481473,Portrait of Song Si-yeol,Who is the subject of the portrait?,Song Si-yeol,90.0
02481474,Portrait of Song Si-yeol,Who painted the portrait of Song Si-yeol?,Kim Hong-do,80.0
02491478,Self-portrait by Yun Du-seo,Who is the artist of this self-portrait?,Yun Du-seo,86.67
02491479,Self-portrait by Yun Du-seo,In which century did Yun Du-seo live?,16th,66.67
02491480,Self-portrait by Yun Du-seo,What is the significance of this self-portrait in Korean art history?,Earliest known self-portrait in Korean art.,90.0
02501484,Maha prajnaparamita Sutra (Perfection of Transcendental Wisdom),Who is credited with inscribing the 'Maha prajnaparamita Sutra'?,Choe Chi-won,81.67
02501485,Maha prajnaparamita Sutra (Perfection of Transcendental Wisdom),What language is the text of this heritage written in?,Chinese,73.33
02501486,Maha prajnaparamita Sutra (Perfection of Transcendental Wisdom),What is the significance of the 'Maha prajnaparamita Sutra' in Buddhism?,It represents the perfection of transcendental wisdom.,85.0
02511490,Sillabi Monument in Bongpyeong-ri,Who was the famous Korean scholar and poet that visited Sillabi Monument in Bongpyeong-ri?,Choe Chi-won,85.0
02511491,Sillabi Monument in Bongpyeong-ri,What is the significance of the Sillabi Monument in Bongpyeong-ri?,It marks the place where Choe Chi-won composed a poem.,90.0
02511492,Sillabi Monument in Bongpyeong-ri,What was the former name of the Godalsa Temple before it was renamed Sillabi Monument in Bongpyeong-ri?,Godalsa Temple,40.0
02521496,Prakaranaryavaca Sastra (Acclamation of the Holy Teaching),Who is credited with the creation of the 'Prakaranaryavaca Sastra'?,Anjana,90.0
02521497,Prakaranaryavaca Sastra (Acclamation of the Holy Teaching),In what country is the 'Prakaranaryavaca Sastra' considered a cultural heritage item?,Nepal,80.0
02531501,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),What is the title of the text contained in this heritage?,Yogacarabhumi Sastra,83.33
02531502,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),Who is credited with writing the 'Discourse on the Stages of Yogic Practice'?,Unknown,85.0
02531503,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),In what language was the inscription on this heritage written?,Sanskrit,90.0
02541507,Index of Tripitaka,Who was responsible for the carving of the wooden blocks for the Tripitaka Koreana?,1200 monks,85.0
02541508,Index of Tripitaka,How many volumes of Buddhist scriptures are contained in the Tripitaka Koreana?,"81,258",81.67
02541509,Index of Tripitaka,Where is the Tripitaka Koreana currently housed?,Haeinsa Temple,91.67
02551513,Maharatnakuta Sutra (Sutra of the Great Accumulation of Treasures),What is the title of this heritage?,Maharatnakuta Sutra,80.0
02551514,Maharatnakuta Sutra (Sutra of the Great Accumulation of Treasures),Who is the central figure of this heritage?,Buddha,56.67
02551515,Maharatnakuta Sutra (Sutra of the Great Accumulation of Treasures),Where is this heritage currently located?,Museum,46.67
02561519,Gilt-bronze Standing Bodhisattva from Uidang-myeon,Where is Uidang-myeon located?,South Korea,46.67
02561520,Gilt-bronze Standing Bodhisattva from Uidang-myeon,Who is the Bodhisattva depicted in this heritage?,Avalokitesvara,76.67
02561521,Gilt-bronze Standing Bodhisattva from Uidang-myeon,What is the significance of Bodhisattvas in Buddhism?,Beings who seek enlightenment for the benefit of all.,53.33
02571525,Joseon bangyeok jido (Map of the Korean Territory),Who created the 'Joseon bangyeok jido (Map of the Korean Territory)'?,King Sejo,91.67
02571526,Joseon bangyeok jido (Map of the Korean Territory),What is the significance of this heritage in Korean history?,It was the first accurate map of Korea,76.67
02571527,Joseon bangyeok jido (Map of the Korean Territory),What is the period of the Joseon Dynasty known for?,Confucianism and cultural flourishing,46.67
02581531,Donggwoldo (The Eastern Palaces)(1989),Who created the 'Donggwoldo (The Eastern Palaces)' in 1989?,Lee Jong-ha,80.0
02581532,Donggwoldo (The Eastern Palaces)(1989),What is the main theme depicted in the 'Donggwoldo (The Eastern Palaces)'?,Scenes of the royal palaces of the Joseon Dynasty,85.0
02581533,Donggwoldo (The Eastern Palaces)(1989),How many panels make up the entire 'Donggwoldo (The Eastern Palaces)' painting?,8 panels,78.33
02601543,Certificate of Meritorious Subject Issued to Yi Won-gil,Who was the 'Certificate of Meritorious Subject Issued to Yi Won-gil' awarded to?,Yi Won-gil,83.33
02601544,Certificate of Meritorious Subject Issued to Yi Won-gil,What was Yi Won-gil's position during the rule of Emperor Hyeonjong?,Minister of War,85.0
02601545,Certificate of Meritorious Subject Issued to Yi Won-gil,What is the significance of this certificate in Korean history?,Recognition of military service,66.67
02611549,Mahayana abhidharma samucchaya vyakhya (Collection of the Mahayana Abhidharma),What is the title of this heritage in English?,Collection of the Mahayana Abhidharma,83.33
02611550,Mahayana abhidharma samucchaya vyakhya (Collection of the Mahayana Abhidharma),What is the significance of Mahayana Abhidharma in Buddhism?,It is a key scripture explaining the Buddhist teachings.,70.0
02611551,Mahayana abhidharma samucchaya vyakhya (Collection of the Mahayana Abhidharma),Who is believed to have composed this text?,Asanga,91.67
02621555,"Celadon Prunus Vase with Incised Lotus Design and Inscription of ""Hyomun""","What is the significance of the inscription ""Hyomun"" on this heritage?",Unknown,88.33
02621556,"Celadon Prunus Vase with Incised Lotus Design and Inscription of ""Hyomun""",What is the historical background of Celadon Prunus Vase with Incised Lotus Design?,Korean,76.67
02621557,"Celadon Prunus Vase with Incised Lotus Design and Inscription of ""Hyomun""",Who typically used Celadon Prunus Vases during ancient times?,Nobility,56.67
02631561,Celadon Bowl with Silver Lip,Who created the Celadon Bowl with Silver Lip?,Unknown,60.0
02631562,Celadon Bowl with Silver Lip,What time period does the Celadon Bowl with Silver Lip date back to?,Goryeo Dynasty,86.67
02631563,Celadon Bowl with Silver Lip,Where was the Celadon Bowl with Silver Lip discovered?,Korea,53.33
02641567,Celadon Lidded Prunus Vase with Incised Lotus Design,What type of design is incised on the Celadon Lidded Prunus Vase?,Lotus,86.67
02641568,Celadon Lidded Prunus Vase with Incised Lotus Design,What material is the Celadon Lidded Prunus Vase made of?,Celadon,66.67
02651572,Bronze Rattles from Deoksan (Presumed),Where were the bronze rattles discovered?,Deoksan,83.33
02651573,Bronze Rattles from Deoksan (Presumed),What is the presumed origin of these bronze rattles?,Korea,60.0
02651574,Bronze Rattles from Deoksan (Presumed),Who excavated the bronze rattles from Deoksan?,Archaeologists,56.67
02661578,Avatamsaka Sutra (The Flower Garland Sutra),What is the name of the sutra housed within this heritage?,Avatamsaka Sutra,93.33
02661579,Avatamsaka Sutra (The Flower Garland Sutra),Who is credited with translating the Avatamsaka Sutra into Chinese?,Buddhabhadra,90.0
02661580,Avatamsaka Sutra (The Flower Garland Sutra),In which Buddhist tradition is the Avatamsaka Sutra considered a key scripture?,Mahayana,91.67
02671584,Avatamsaka Sutra (The Flower Garland Sutra),What is the title of the scripture housed in this heritage?,Avatamsaka Sutra,93.33
02671585,Avatamsaka Sutra (The Flower Garland Sutra),Who was responsible for the restoration work on this heritage in the 14th century?,King Gongmin,43.33
02671586,Avatamsaka Sutra (The Flower Garland Sutra),In what country is this heritage located?,South Korea,43.33
02681590,White Porcelain Octagonal Bottle with Bamboo Design in Underglaze Cobalt Blue,What material is this heritage made of?,Porcelain,60.0
02681591,White Porcelain Octagonal Bottle with Bamboo Design in Underglaze Cobalt Blue,What technique was used to create the design on this heritage?,Underglaze Cobalt Blue,85.0
02681592,White Porcelain Octagonal Bottle with Bamboo Design in Underglaze Cobalt Blue,What is the shape of this heritage?,Bottle,46.67
02691596,Buncheong Jar with Inlaid Cloud and Dragon Design,Who created the Buncheong Jar with Inlaid Cloud and Dragon Design?,Unknown,53.33
02691597,Buncheong Jar with Inlaid Cloud and Dragon Design,What materials were used to create the inlaid design on this heritage?,White slip and iron pigment,85.0
02701601,Buncheong Turtle-shaped Bottle with Sgraffito Peony Design in Underglaze Iron,What type of bottle is this heritage?,Turtle-shaped,73.33
02701602,Buncheong Turtle-shaped Bottle with Sgraffito Peony Design in Underglaze Iron,What is the coloring technique used on this heritage?,Underglaze Iron,81.67
02701603,Buncheong Turtle-shaped Bottle with Sgraffito Peony Design in Underglaze Iron,What is the cultural origin of this heritage?,Korean,56.67
02711607,White Porcelain Lidded Jar,Who is credited with the creation of this White Porcelain Lidded Jar?,Unknown,60.0
02711608,White Porcelain Lidded Jar,What historical period does this heritage belong to?,Joseon Dynasty,70.0
02711609,White Porcelain Lidded Jar,What is the significance of White Porcelain in Korean ceramics?,Symbol of purity and elegance,66.67
02721613,White Porcelain Moon Jar,What is the cultural significance of the Moon Jar in Korean pottery?,Symbol of purity and elegance,85.0
02721614,White Porcelain Moon Jar,Who were the Moon Jars originally created for?,Korean royalty,85.0
02721615,White Porcelain Moon Jar,What is the traditional method of firing Moon Jars that gives them their unique appearance?,Wood-firing,80.0
02731619,White Porcelain Jar with Landscape,Who is believed to have made this White Porcelain Jar with Landscape?,Korean artisan,53.33
02731620,White Porcelain Jar with Landscape,What time period does this heritage date back to?,Joseon Dynasty,70.0
02731621,White Porcelain Jar with Landscape,In what country is this heritage typically associated with?,Korea,56.67
02741625,Sillabi Monument in Naengsu-ri,Who was responsible for creating the Sillabi Monument in Naengsu-ri?,Choe Chi-won,90.0
02741626,Sillabi Monument in Naengsu-ri,What is the significance of the Sillabi Monument in Naengsu-ri?,It commemorates the construction of the Godalsa Temple.,85.0
02741627,Sillabi Monument in Naengsu-ri,What is the approximate height of the Sillabi Monument in Naengsu-ri?,3 meters.,73.33
02751631,Avatamsaka Sutra (The Flower Garland Sutra),What is the English translation of 'Avatamsaka Sutra'?,The Flower Garland Sutra,86.67
02751632,Avatamsaka Sutra (The Flower Garland Sutra),Who is attributed with introducing the Avatamsaka Sutra to Korea?,Choe Chi-won,85.0
02751633,Avatamsaka Sutra (The Flower Garland Sutra),What is the significance of the Avatamsaka Sutra in Mahayana Buddhism?,It is considered one of the most important and influential sutras.,80.0
02761637,Avatamsaka Sutra (The Flower Garland Sutra),Who is believed to have preached the Avatamsaka Sutra according to Buddhist tradition?,Buddha,80.0
02761638,Avatamsaka Sutra (The Flower Garland Sutra),What is the significance of the Avatamsaka Sutra in Mahayana Buddhism?,It is considered one of the most important and comprehensive sutras in the tradition.,80.0
02761639,Avatamsaka Sutra (The Flower Garland Sutra),Where was the Avatamsaka Sutra originally translated into Chinese?,Chang'an (modern-day Xi'an),88.33
02771643,Abhidharma vijnana kaya pada Sastra (Discourse on Consciousness Body),Who is the author of the 'Discourse on Consciousness Body'?,Vasubandhu,91.67
02771644,Abhidharma vijnana kaya pada Sastra (Discourse on Consciousness Body),What is the main subject of the 'Abhidharma vijnana kaya pada Sastra'?,Consciousness,90.0
02771645,Abhidharma vijnana kaya pada Sastra (Discourse on Consciousness Body),In which language was the 'Abhidharma vijnana kaya pada Sastra' originally written?,Sanskrit,83.33
02781649,Abhidharma vibhasa Sastra (Explanatory of the Abhidharma),What does 'Abhidharma vibhasa Sastra' explain?,Abhidharma,78.33
02781650,Abhidharma vibhasa Sastra (Explanatory of the Abhidharma),Who is credited with writing the 'Abhidharma vibhasa Sastra'?,Choe Chi-won,83.33
02781651,Abhidharma vibhasa Sastra (Explanatory of the Abhidharma),In which ancient language was the 'Abhidharma vibhasa Sastra' originally written?,Chinese,81.67
02791655,Ardhasatika prajnaparamita Sutra,Who is the author of the 'Ardhasatika prajnaparamita Sutra'?,Nagarjuna,76.67
02791656,Ardhasatika prajnaparamita Sutra,What language is the text of this heritage written in?,Sanskrit,83.33
02791657,Ardhasatika prajnaparamita Sutra,What is the significance of the 'Ardhasatika prajnaparamita Sutra' in Buddhist literature?,It is a text on the perfection of wisdom.,85.0
02801661,Celadon Water Dropper in the Shape of Mother and Baby Monkeys,What is the heritage in the shape of?,Mother and baby monkeys,80.0
02801662,Celadon Water Dropper in the Shape of Mother and Baby Monkeys,What type of art is this heritage an example of?,Ceramics,56.67
02801663,Celadon Water Dropper in the Shape of Mother and Baby Monkeys,What is the significance of celadon in Korean culture?,Represents luxury and elegance,53.33
02811667,Prakaranaryavaca Sastra (Acclamation of the Holy Teaching),Who is credited with writing the Prakaranaryavaca Sastra?,Kumarajiva,90.0
02811668,Prakaranaryavaca Sastra (Acclamation of the Holy Teaching),What language was the Prakaranaryavaca Sastra originally written in?,Sanskrit,85.0
02811669,Prakaranaryavaca Sastra (Acclamation of the Holy Teaching),In which country is this heritage located?,Tibet,53.33
02821673,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),What is the focus of the 'Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice)'?,Yogic practice,80.0
02821674,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),Who is credited with composing the 'Yogacarabhumi Sastra'?,Asanga,90.0
02821675,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),In what language was the 'Yogacarabhumi Sastra' originally written?,Sanskrit,91.67
02831679,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),Who is believed to have authored the 'Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice)'?,Asanga,90.0
02831680,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),What is the primary focus of the 'Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice)'?,Yoga and meditation practices,85.0
02831681,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),In which ancient Indian language was the 'Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice)' originally written?,Sanskrit,91.67
02841685,Earthenware Horn Cup in the Shape of a Warrior on Horseback,What is the shape of this heritage?,Cup,46.67
02841686,Earthenware Horn Cup in the Shape of a Warrior on Horseback,What is the theme of this heritage?,Warrior on horseback,80.0
02841687,Earthenware Horn Cup in the Shape of a Warrior on Horseback,What is the historical significance of this heritage?,Represents strength and power.,63.33
02851691,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),Who is credited with writing the 'Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice)'?,Asanga,90.0
02851692,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),What is the main subject of the 'Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice)'?,Yogic practices,86.67
02851693,Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice),In which ancient language was the 'Yogacarabhumi Sastra' originally written?,Sanskrit,91.67
